itemString,itemName,stackSize,quantity,price,otherPlayer,player,time,source
i:171276,Spectral Flask of Power,11,11,6702800,Alekat,Etlol,1616865104,Auction
i:171285,Shadowcore Oil,20,20,144000,Xiaohei,Etlol,1616865135,Auction
i:171437,Shaded Sharpening Stone,11,11,200000,Triand,Etlol,1616865147,Auction
i:171349,Potion of Phantom Fire,20,20,2489900,Mumudin,Etlol,1616865162,Auction
i:172364,Enchant Ring - Tenet of Versatility,1,1,3259900,Quaria,Etlol,1616865287,Auction
i:172419,Enchant Boots - Eternal Agility,1,1,2387800,Bluepingguo,Etlol,1616865345,Auction
i:177660,Enchant Cloak - Soul Vitality,1,1,69800,Quaria,Etlol,1616865457,Auction
i:116397,?,1,1,40000,Merchant,Etlol,1617200294,Vendor
i:182119,?,1,1,27540,Merchant,Etlol,1617471107,Vendor
i:182120,?,1,1,27540,Merchant,Etlol,1617471112,Vendor
i:182121,Corpse Reanimator,1,1,27540,Merchant,Etlol,1617471114,Vendor
i:184203,?,1,1,250000,Merchant,Etlol,1617475087,Vendor
i:171285,Shadowcore Oil,8,8,121300,Thankyousale,Etlol,1617543878,Auction
i:171349,Potion of Phantom Fire,8,8,1999900,Faefudge,Etlol,1617543892,Auction
i:172057,Inconceivably Aged Vinegar,10,10,3000,Merchant,Etlol,1617683493,Vendor
i:178786,Lusterwheat Flour,10,20,2800,Merchant,Etlol,1617683497,Vendor
i:172056,Medley of Transplanar Spices,10,20,4000,Merchant,Etlol,1617683503,Vendor
i:172059,Rich Grazer Milk,10,10,3400,Merchant,Etlol,1617683567,Vendor
i:172062,Smothered Shank,6,6,1250,Merchant,Etlol,1617684050,Vendor
i:116397,?,1,1,40000,Merchant,Etlol,1617688687,Vendor
i:183952,Machinist's Oil,1,1,90000,Merchant,Etlol,1617710674,Vendor
i:172233,Drums of Deathly Ferocity,20,20,1377790,Multiple Sellers,Etlol,1617710488,Auction
i:171285,Shadowcore Oil,3,3,140000,Wtfcow,Etlol,1617710524,Auction
i:171349,Potion of Phantom Fire,3,3,1999900,Sondren,Etlol,1617710558,Auction
i:39690,Volatile Blasting Trigger,4,4,2393900,Horkvir,Etlol,1617710569,Auction
i:171833,Elethium Ore,10,10,719890,Multiple Sellers,Etlol,1617710810,Auction
i:171841,Shaded Stone,7,7,49800,Velorea,Etlol,1617710825,Auction
i:180733,Luminous Flux,1,20,90000,Merchant,Etlol,1617710892,Vendor
i:184107::1:6652,?,1,1,468322,Merchant,Etlol,1617798679,Vendor
i:116397,?,1,1,40000,Merchant,Etlol,1618043050,Vendor
i:173067,Vantus Rune: Castle Nathria,20,20,5000000,Multiple Sellers,Etlol,1618154254,Auction
i:173049,Tome of the Still Mind,20,20,1999900,Multiple Sellers,Etlol,1618157318,Auction
i:116925,?,1,1,2000,Merchant,Etlol,1618203144,Vendor
i:182122,Ardenwood Vermouth,1,2,32400,Merchant,Etlol,1618203161,Vendor
i:178221,Torchberry Wine,1,1,32400,Merchant,Etlol,1618203162,Vendor
i:179307,Drab of Tuica Moonshine,1,1,32400,Merchant,Etlol,1618203163,Vendor
i:171437,Shaded Sharpening Stone,14,14,490000,Saphirae,Etlol,1618313665,Auction
i:171285,Shadowcore Oil,10,10,118800,Multiple Sellers,Etlol,1618313678,Auction
i:171276,Spectral Flask of Power,9,9,5295800,Shõcktherapy,Etlol,1618313686,Auction
i:171349,Potion of Phantom Fire,15,15,1899000,Multiple Sellers,Etlol,1618313701,Auction
i:38682,Enchanting Vellum,17,17,800,Merchant,Etlol,1618399693,Vendor
i:172364,Enchant Ring - Tenet of Versatility,1,1,1369700,Thicthighx,Etlol,1618923248,Auction
i:172319::2:1532:6758,Umbrahide Pauldrons,1,1,157100000,Anotah,Etlol,1619175473,Auction
i:171285,Shadowcore Oil,15,15,110000,Dancol,Etlol,1619366598,Auction
i:171349,Potion of Phantom Fire,20,20,1253700,Trueblade,Etlol,1619366619,Auction
i:171276,Spectral Flask of Power,6,6,3729400,Kalargyi,Etlol,1619366633,Auction
i:171437,Shaded Sharpening Stone,7,7,350000,Icinite,Etlol,1619366643,Auction
i:172062,Smothered Shank,1,1,1250,Merchant,Etlol,1619527245,Vendor
i:172059,Rich Grazer Milk,10,10,3400,Merchant,Etlol,1620312747,Vendor
i:178786,Lusterwheat Flour,10,20,2800,Merchant,Etlol,1620312749,Vendor
i:172058,Smuggled Azerothian Produce,10,20,3600,Merchant,Etlol,1620312752,Vendor
i:172057,Inconceivably Aged Vinegar,10,10,3000,Merchant,Etlol,1620312800,Vendor
i:172056,Medley of Transplanar Spices,10,10,4000,Merchant,Etlol,1620312810,Vendor
i:182653,Larion Treats,5,5,1790,Merchant,Etlol,1620313194,Vendor
i:30817,Simple Flour,5,5,4,Merchant,Etlol,1620315539,Vendor
i:78910,?,1,1,25600,Merchant,Etlol,1620315792,Vendor
i:92794,?,1,1,8000,Merchant,Etlol,1620315855,Vendor
i:136377,Oversized Bobber,5,20,3520,Merchant,Etlol,1620397679,Vendor
i:78910,?,1,1,25600,Merchant,Etlol,1620499549,Vendor
i:136377,Oversized Bobber,5,5,3520,Merchant,Etlol,1620501811,Vendor
i:116397,?,1,1,40000,Merchant,Etlol,1620504119,Vendor
i:115500,?,1,1,80000,Merchant,Etlol,1620504125,Vendor
i:171276,Spectral Flask of Power,1,1,3998000,Shõcktherapy,Etlol,1619873599,Auction
i:171285,Shadowcore Oil,4,4,120000,Jiñ,Etlol,1620501281,Auction
i:171276,Spectral Flask of Power,2,2,3707000,Kalargyi,Etlol,1620501295,Auction
i:171352,Potion of Empowered Exorcisms,17,17,1285294,Multiple Sellers,Etlol,1620501321,Auction
i:171270,Potion of Spectral Agility,12,12,1396400,Multiple Sellers,Etlol,1620501345,Auction
i:116925,?,1,1,2000,Merchant,Etlol,1620514844,Vendor
i:179307,Drab of Tuica Moonshine,1,1,32400,Merchant,Etlol,1620514865,Vendor
i:172058,Smuggled Azerothian Produce,10,30,3600,Merchant,Etlol,1621095178,Vendor
i:172059,Rich Grazer Milk,10,10,3400,Merchant,Etlol,1621095183,Vendor
i:178786,Lusterwheat Flour,10,10,2800,Merchant,Etlol,1621095186,Vendor
i:172057,Inconceivably Aged Vinegar,10,10,3000,Merchant,Etlol,1621095246,Vendor
i:172056,Medley of Transplanar Spices,10,10,4000,Merchant,Etlol,1621095286,Vendor
i:172043,Feast of Gluttonous Hedonism,1,1,1250,Merchant,Etlol,1621095323,Vendor
i:179314,Creeping Crawler Meat,6,6,625,Merchant,Etlol,1621440350,Vendor
i:116925,?,1,1,2000,Merchant,Etlol,1621443610,Vendor
i:183134,?,1,1,10000000,Merchant,Etlol,1621444015,Vendor
i:178336,?,1,1,2000000,Merchant,Etlol,1621444027,Vendor
i:180729,?,1,1,240000000,Merchant,Etlol,1621444030,Vendor
i:171276,Spectral Flask of Power,2,2,5158500,Gerrdruid,Etlol,1621770667,Auction
i:171349,Potion of Phantom Fire,12,12,1900000,Avatar,Etlol,1621770676,Auction
i:171285,Shadowcore Oil,12,12,193750,Multiple Sellers,Etlol,1621770704,Auction
i:171352,Potion of Empowered Exorcisms,11,11,1950000,Multiple Sellers,Etlol,1621770715,Auction
i:171437,Shaded Sharpening Stone,8,8,506500,Pearseidon,Etlol,1621770724,Auction
i:90146,Tinker's Kit,1,1,20000,Merchant,Etlol,1621777089,Vendor
i:116925,?,1,1,2000,Merchant,Etlol,1622093258,Vendor
i:179307,Drab of Tuica Moonshine,1,2,32400,Merchant,Etlol,1622093287,Vendor
